Category,BG,Subcategory,Group,狀態,銷售單號,月份,開單日期,預交日期,預交年份,預交月份,交期變更,客戶名稱,負責業務,交貨方式,產品分類,品名,幣別,數量,單價,匯率,本國幣別NTD,客戶料號,客戶希交日,Term
MLVS,PC,,LF,11已出,SON19A0259,10,2019-10-15,2019-11-19,2019,November,,LITTEL,沈思明,FEDEX-Eco,MLVS0402 L Free Ser,MLVS0402L14F,USD,300000.0,0.0021,30.89,19460.7,V18MLA0402NRX1,2019-12-17,FCA
MLA0,PC,,LF,11已出,SON19A0378,10,2019-10-18,2019-11-19,2019,November,2019-11-25,LITTEL,沈思明,FEDEX-Eco,MLA0603series成品,MLA0603V14,USD,40000.0,0.0075,30.89,9267.0,V14MLA0603NR,2019-12-19,FCA
MLA0,PC,,LF,11已出,SON19A0378,10,2019-10-18,2019-11-19,2019,November,2019-11-25,LITTEL,沈思明,FEDEX-Eco,MLA0603series成品,MLA0603V18,USD,20000.0,0.0075,30.89,4633.5,V18MLA0603NR,2019-12-19,FCA
MLA0,PC,,LF,11已出,SON19A0378,10,2019-10-18,2019-11-19,2019,November,2019-11-25,LITTEL,沈思明,FEDEX-Eco,MLA0603series成品,MLA0603V26,USD,80000.0,0.0075,30.89,18534.0,V26MLA0603NR,2019-12-19,FCA
MLA0,PC,,LF,11已出,SON19A0378,10,2019-10-18,2019-11-19,2019,November,2019-11-25,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V5.5,USD,100000.0,0.0032,30.89,9884.8,V5.5MLA0402NR,2019-12-19,FCA
WIP2,WIP,,信昌,11已出,AON1990062,9,2019-09-25,2019-11-20,2019,November,2019-09-26,信昌,許凱智,EXPRESS,WIP2016 S-1 Series,WIP201610S-R47ML,USD,42000.0,0.016,30.995,20828.64,MCS20FCR47MPHC,2019-11-20,LOC2
MCI1,EMC,,信昌,11已出,AON19B0014,11,2019-11-06,2019-11-20,2019,November,2020-09-30,信昌,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ1N0SHBP,USD,10000.0,0.00095,30.575,290.46,WL100505Q1N0SHT10,2019-11-20,LOC2
WIP2,WIP,,Eaton,11已出,SON1990274,9,2019-09-11,2019-11-21,2019,November,2019-10-24,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,60000.0,0.03713,31.22,69551.92,28571511,2019-11-21,FCA
MCI1,EMC,,華新科技,11已出,ZON19B0145,11,2019-11-15,2019-11-21,2019,November,2019-11-21,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ22NJHBP,USD,10000.0,0.00095,30.56,290.32,WLCM1005Z0J22NTB,2019-12-06,LOC2
TVS ,PC,,Eaton,11已出,SON1990559,9,2019-09-24,2019-11-21,2019,November,2019-11-14,EATON,沈思明,AIR-FWRD,TVS 0201,TVL 0201 01 AC1,USD,300000.0,0.0081,30.985,75293.55,TVSA02V05C004,2019-11-14,FCA
TVS ,PC,,Eaton,11已出,SON1990559,9,2019-09-24,2019-11-21,2019,November,2019-11-14,EATON,沈思明,AIR-FWRD,TVS 0201,TVL 0201 01 AC1,USD,615000.0,0.0081,30.985,154351.78,TVSA02V05C004,2019-11-14,FCA
MLVG,PC,,Eaton,11已出,SON1990560,9,2019-09-24,2019-11-21,2019,November,2019-12-05,EATON,沈思明,AIR-FWRD,MLVG0402 series成品,MLVG04023R0TV18BP,USD,40000.0,0.01109,30.985,13744.95,MLVB04V18C003,2019-11-21,FCA
EGA1,PC,,LF,11已出,SON19A0260,10,2019-10-15,2019-11-21,2019,November,,LF(TE),沈思明,AIR-FWRD,EGA1206-4成品,EGA41206V12A0,USD,10000.0,0.048,30.89,14827.2,RF1703-000,2019-12-10,FCA
EGA0,PC,,LF,11已出,SON19A0261,10,2019-10-15,2019-11-21,2019,November,,LF(TE),沈思明,AIR-FWRD,EGA0402成品,EGA10402V05A0,USD,900000.0,0.01554,30.89,432027.54,RF1600-000,2019-12-17,FCA
WIP2,WIP,,Laird,11已出,SON19A0268,10,2019-10-15,2019-11-21,2019,November,2019-11-13,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-2R2ML,USD,30000.0,0.038,30.89,35214.6,MGV252012S2R2M-15,2019-11-21,FCA
WIP2,WIP,,Laird,11已出,SON19A0268,10,2019-10-15,2019-11-21,2019,November,2019-11-13,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-2R2ML,USD,30000.0,0.038,30.89,35214.6,MGV252012S2R2M-15,2019-11-21,FCA
WIP2,WIP,,Laird,11已出,SON19A0268,10,2019-10-15,2019-11-21,2019,November,2019-11-13,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-R47ML,USD,84000.0,0.038,30.89,98600.88,MGV252012SR47M-16,2019-10-27,FCA
EGA0,PC,,LF,11已出,SON19A0379,10,2019-10-18,2019-11-21,2019,November,,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0,USD,600000.0,0.01141,30.89,211472.94,RF1256-000,2019-12-19,FCA
EGA0,PC,,LF,11已出,SON19A0379,10,2019-10-18,2019-11-21,2019,November,,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0-T,USD,200000.0,0.01141,30.89,70490.98,RF3825-000,2019-12-19,FCA
WIP2,WIP,,Laird,11已出,SON19A0393,10,2019-10-18,2019-11-21,2019,November,,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIP252012S-R47ML,USD,15000.0,0.025,30.89,11583.75,MGV252012SR47M-10,2019-11-21,FCA
MLVS,PC,,Eaton,11已出,SON19B0089,11,2019-11-05,2019-11-21,2019,November,,EATON,沈思明,AIR-FWRD,MLVS0603 L Free Ser,MLVS0603L20,USD,4000.0,0.01164,30.52,1421.01,MLVA06V26C100-R,2019-11-21,FCA
MLVS,PC,,Eaton,11已出,SON19B0307,11,2019-11-12,2019-11-21,2019,November,2020-01-21,EATON,沈思明,AIR-FWRD,MLVS0603 L Free Ser,MLVS0603L04,USD,4000.0,0.01164,30.295,1410.54,MLVA06V05C270-R,2019-11-21,FCA
MLVS,PC,,華新科技,11已出,SON19B0422,11,2019-11-18,2019-11-21,2019,November,,華新科技,許凱智,EXPRESS,MLVS0805 AM成品,MLVS0805P35-171,USD,4000.0,0.01848,30.515,2255.67,VZ0805M450AGTN,2019-12-06,LOC2
MHC1,EMC,,Laird,11已出,WON19B0036,11,2019-11-07,2019-11-21,2019,November,2019-11-18,STEWARD,沈思明,UPS,MHC1608-P series成,MHC1608P260Z06BP6A0,USD,800000.0,0.002,30.52,48832.0,HI0603T260R-10,2019-11-28,FCA
MHC3,EMC,,華新科技,11已出,ZON1990125,9,2019-09-16,2019-11-21,2019,November,2019-09-26,華新科技,許凱智,EXPRESS,MHC3225-S series成,MHC3225S102NBE,USD,4000.0,0.013,31.035,1613.82,WLBD3225HCU102PH,2019-10-07,LOC2
MCI1,EMC,,華新科技,11已出,ZON19A0058,10,2019-10-09,2019-11-21,2019,November,2019-10-21,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ22NJHBP,USD,10000.0,0.00095,30.825,292.84,WL100505G22NJGT02,2019-11-04,LOC2
MCI1,EMC,,華新科技,11已出,ZON19A0079,10,2019-10-14,2019-11-21,2019,November,2019-10-21,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N6SHBP,USD,100000.0,0.00095,30.835,2929.33,WLCM1005Z0S3N6TB,2019-11-04,LOC2
MCI1,EMC,,華新科技,11已出,ZON19A0079,10,2019-10-14,2019-11-21,2019,November,2019-10-21,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N0SHBP,USD,230000.0,0.00095,30.835,6737.45,WLCM1005Z0S3N0TB,2019-11-04,LOC2
MCI1,EMC,,華新科技,11已出,ZON19A0169,10,2019-10-22,2019-11-21,2019,November,,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N6SHBP,USD,10000.0,0.00095,30.575,290.46,WLCM1005Z0S3N6TB,2019-11-12,LOC2
MCI1,EMC,,華新科技,11已出,ZON19A0252,10,2019-10-31,2019-11-21,2019,November,2019-11-11,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N6SHBP,USD,40000.0,0.00095,30.5,1159.0,WLCM1005Z0S3N6TB,2019-11-21,LOC2
MHC1,EMC,,華新科技,11已出,ZON19A0252,10,2019-10-31,2019-11-21,2019,November,2019-11-11,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S121PBP,USD,512000.0,0.0013,30.5,20300.8,WLBD1608HCU121TB,2019-11-21,LOC2
MHC1,EMC,,華新科技,11已出,ZON19A0252,10,2019-10-31,2019-11-21,2019,November,2019-11-11,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S301NBP,USD,20000.0,0.0014,30.5,854.0,WLBD1608HCU301TB,2019-11-21,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0096,11,2019-11-11,2019-11-21,2019,November,2019-11-27,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N3SHBP,USD,100000.0,0.00095,30.395,2887.53,WLCM1005Z0S3N3TB,2019-11-14,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0096,11,2019-11-11,2019-11-21,2019,November,2019-11-27,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ33NJHBP,USD,20000.0,0.0016,30.395,972.64,WL100505G33NJGT02,2019-11-14,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0096,11,2019-11-11,2019-11-21,2019,November,2019-11-27,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQR10JHBP,USD,220000.0,0.0023,30.395,15379.87,WL100505GR10JGT01,2019-11-14,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0096,11,2019-11-11,2019-11-21,2019,November,2019-11-27,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ10NJHBP,USD,50000.0,0.00095,30.395,1443.76,WL100505G10NJGT03,2019-11-14,LOC2
MCB1,EMC,,華新科技,11已出,ZON19B0096,11,2019-11-11,2019-11-21,2019,November,2019-11-27,華新科技,許凱智,EXPRESS,MCB1005-S series成,MCB1005S601FBP,USD,20000.0,0.0008,30.395,486.32,WLBD1005K1U601TB,2019-11-14,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0145,11,2019-11-15,2019-11-21,2019,November,2019-11-21,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N3SHBP,USD,10000.0,0.00095,30.56,290.32,WL100505G3N3SGT03,2019-12-10,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0145,11,2019-11-15,2019-11-21,2019,November,2019-11-21,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N9BHBP,USD,40000.0,0.0011,30.56,1344.64,WLCM1005Z0B3N9TB,2019-12-06,LOC2
TVS ,PC,,Eaton,11已出,SON1990406,9,2019-09-18,2019-11-21,2019,November,2019-10-17,EATON,沈思明,AIR-FWRD,TVS 0201,TVL 0201 01 AC1,USD,150000.0,0.0081,31.22,37932.3,TVSA02V05C004,2019-11-21,FCA
NIP4,EMC,,TELTONIKA,11已出,AON1990034,9,2019-09-11,2019-11-25,2019,November,2019-11-15,TELTONIK,許凱智,DHL,NIP4030 GX,NIP5020GX-150M,USD,5000.0,0.045,31.22,7024.5,NIP5020GX-150M,2019-11-25,EXW
MHC1,EMC,,華新科技,11已出,ZON19B0063,11,2019-11-07,2019-11-25,2019,November,2019-11-21,華新科技,許凱智,EXPRESS,MHC1005-P series成,MHC1005P331ZBP1A2,USD,90000.0,0.0025,30.395,6838.88,WLBD1005HCU331TL,2019-11-14,LOC2
MHC1,EMC,,華新科技,11已出,ZON19B0145,11,2019-11-15,2019-11-25,2019,November,2019-11-21,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S300QBP,USD,32000.0,0.0012,30.56,1173.5,WLBD1608HCU300TB,2019-12-06,LOC2
MHC1,EMC,,華新科技,11已出,ZON19B0145,11,2019-11-15,2019-11-25,2019,November,2019-11-21,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S601LBP,USD,20000.0,0.00145,30.56,886.24,WLBD1608HCU601TB,2019-12-06,LOC2
MHC2,EMC,,華新科技,11已出,ZON19B0096,11,2019-11-11,2019-11-25,2019,November,2019-11-27,華新科技,許凱智,EXPRESS,MHC2012-S series成,MHC2012S301NBP,USD,48000.0,0.0022,30.395,3209.71,WLBD2012HCU301TB,2019-11-14,LOC2
MLA0,PC,,LF,11已出,SON1990092,9,2019-09-04,2019-11-26,2019,November,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V9L,USD,730000.0,0.0032,31.325,73175.2,V9MLA0402LNR,2019-11-26,FCA
MLVG,PC,,LF,11已出,SON19A0029,10,2019-10-02,2019-11-26,2019,November,,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG0402120LV18BP,USD,1200000.0,0.003,30.97,111492.0,V0402MHS12NR,2019-12-03,FCA
MLVG,PC,,LF,11已出,SON19A0073,10,2019-10-04,2019-11-26,2019,November,,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG0402120LV18BP,USD,1000000.0,0.003,30.97,92910.0,V0402MHS12NR,2019-12-05,FCA
MLVG,PC,,LF,11已出,SON19A0456,10,2019-10-23,2019-11-26,2019,November,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLVG0603 series成品,MLVG06033R0LV42BP,USD,40000.0,0.0075,30.62,9186.0,V0603MHS03NR,2019-12-24,FCA
MLVG,PC,,LF,11已出,SON19A0456,10,2019-10-23,2019-11-26,2019,November,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLVG0603 series成品,MLVG0603120LV18BP,USD,16000.0,0.0075,30.62,3674.4,V0603MHS12NR,2019-12-24,FCA
Litt,PC,,LF,11已出,SON19B0094,11,2019-11-05,2019-11-26,2019,November,2019-11-14,LF(TE),沈思明,FEDEX,Littelfuse代工成品,zepto0201-PSR-29340,USD,3000000.0,0.01251,30.52,1145415.6,RF4875-000,2019-11-26,DAP
MLVS,PC,,LF,11已出,SON19A0456,10,2019-10-23,2019-11-26,2019,November,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLVS0402 L Free Ser,MLVS0402L14F,USD,1500000.0,0.0021,30.62,96453.0,V18MLA0402NRX1,2019-12-24,FCA
MLA0,PC,,LF,11已出,SON19A0456,10,2019-10-23,2019-11-26,2019,November,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V18,USD,770000.0,0.0032,30.62,75447.68,V18MLA0402NR,2019-11-26,FCA
MLA0,PC,,LF,11已出,SON19A0613,10,2019-10-29,2019-11-26,2019,November,2019-12-17,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V18,USD,300000.0,0.0032,30.62,29395.2,V18MLA0402NR,2019-11-26,FCA
MLA0,PC,,LF,11已出,SON19A0613,10,2019-10-29,2019-11-26,2019,November,2019-12-17,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V5.5,USD,1100000.0,0.003,30.62,101046.0,V5.5MLA0402NR,2019-11-26,FCA
MLA0,PC,,LF,11已出,SON19B0091,11,2019-11-05,2019-11-26,2019,November,2019-11-20,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V5.5,USD,900000.0,0.0032,30.52,87897.6,V5.5MLA0402NR,2019-11-26,FCA
MLA0,PC,,LF,11已出,SON19A0456,10,2019-10-23,2019-11-26,2019,November,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLA0402series成品,MLA0402V18,USD,330000.0,0.0032,30.62,32334.72,V18MLA0402NR,2019-11-26,FCA
MLVS,PC,,Bourns,11已出,AON19A0053,10,2019-10-18,2019-11-27,2019,November,2019-11-19,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603LE10,USD,28000.0,0.005,30.89,4324.6,CG0603MLD-12E,2019-11-27,FCA
MLVS,PC,,Bourns,11已出,AON19A0070,10,2019-10-25,2019-11-27,2019,November,2019-11-19,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L20,USD,20000.0,0.005,30.62,3062.0,CG0603MLA-26KE,2019-11-27,FCA
EGA0,PC,,Bourns,11已出,AON19A0070,10,2019-10-25,2019-11-27,2019,November,2019-11-19,Bourns,沈思明,EXPRESS,EGA0402成品,EGA10402V05B0,USD,30000.0,0.016,30.62,14697.6,CGA0402MLC-05G,2019-11-27,FCA
EGA0,PC,,Bourns,11已出,AON19A0070,10,2019-10-25,2019-11-27,2019,November,2019-11-19,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V24B0,USD,350000.0,0.0138,30.62,147894.6,CGA0603MLC-24E,2019-11-27,FCA
EGA0,PC,,Bourns,11已出,AON19A0070,10,2019-10-25,2019-11-27,2019,November,2019-11-19,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,300000.0,0.0138,30.62,126766.8,CG0603MLC-12E,2019-11-27,FCA
MLVS,PC,,WE,11已出,SON19B0576,11,2019-11-25,2019-11-27,2019,November,2020-01-15,WUHK,沈思明,BEST飛斯特,MLVS0805 AM成品,MLVS0805AM04501,EUR,140000.0,0.01819,33.42,85107.37,825 500 40,2019-11-25,FCA
MLVS,PC,,Bourns,11已出,AON19B0034,11,2019-11-14,2019-11-27,2019,November,2019-12-02,Bourns,沈思明,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE08,USD,30000.0,0.004,30.295,3635.4,CG0402MLE-18G,2019-11-27,FCA
MLVS,PC,,Bourns,11已出,AON19B0034,11,2019-11-14,2019-11-27,2019,November,2019-12-02,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L20,USD,24000.0,0.005,30.295,3635.4,CG0603MLA-26KE,2019-11-27,FCA
EGA0,PC,,Bourns,11已出,AON19B0034,11,2019-11-14,2019-11-27,2019,November,2019-12-02,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V05B0,USD,950000.0,0.0138,30.295,397167.45,CG0603MLC-05E,2019-11-27,FCA
EGA0,PC,,Bourns,11已出,AON19B0034,11,2019-11-14,2019-11-27,2019,November,2019-12-02,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,10000.0,0.0138,30.295,4180.71,CGA0603MLC-12E,2019-11-27,FCA
MLVS,PC,,Bourns,11已出,AON19B0034,11,2019-11-14,2019-11-27,2019,November,2019-12-02,Bourns,沈思明,EXPRESS,MLVS0402 L Free Ser,MLVS0402L04,USD,20000.0,0.0026,30.295,1575.34,CG0402MLA-5.5MG,2019-11-27,FCA
MCI1,EMC,,TELTONIKA,11已出,AON19B0022,11,2019-11-11,2019-11-28,2019,November,,TELTONIK,許凱智,DHL,MCI1005 series成品,MCI1005HQ4N7BHBP,USD,50000.0,0.0018,30.295,2726.55,MCI1005HQ4N7BHBP,2019-11-28,EXW
MCI1,EMC,,華新科技,11已出,ZON19B0210,11,2019-11-22,2019-11-28,2019,November,2020-02-05,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQR15JHBP,USD,16000.0,0.0047,30.515,2294.73,WLCM1608Z2JR15TB,2019-12-12,LOC2
EGA0,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,EGA0402AH成品,EGA10402V05AH,EUR,100000.0,0.02553,34.82,88895.46,823 070 500 29,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0402 AM成品,MLVS0402AM10101,EUR,20000.0,0.00697,34.82,4853.91,825 371 10,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM14351,EUR,200000.0,0.01819,34.82,126675.16,825 501 40,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM25251,EUR,200000.0,0.01819,34.82,126675.16,825 502 50,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM30201,EUR,100000.0,0.01819,34.82,63337.58,825 503 00,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM50251,EUR,12000.0,0.04377,34.82,18288.86,825 515 00,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM60121,EUR,100000.0,0.04167,34.82,145094.94,825 516 00,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM14101,EUR,8000.0,0.01066,34.82,2969.45,825 561 40,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970435,7,2019-07-22,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM17500,EUR,4000.0,0.01066,34.82,1484.72,825 561 70,2019-11-28,FCA
EGA0,PC,,WE,11已出,SON1970549,7,2019-07-26,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,EGA0603成品,EGA10603V05B0,EUR,200000.0,0.02735,34.82,190465.4,823 060 500 29,2019-11-28,FCA
EGA0,PC,,WE,11已出,SON1970549,7,2019-07-26,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,EGA0603成品,EGA10603V12B0,EUR,40000.0,0.02735,34.82,38093.08,823 061 200 29,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970549,7,2019-07-26,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM14701,EUR,12000.0,0.04377,34.82,18288.86,825 511 40,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1970549,7,2019-07-26,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM25551,EUR,12000.0,0.04377,34.82,18288.86,825 512 50,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM40181,EUR,24000.0,0.04377,33.99,35705.82,825 314 00,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM11500,EUR,8000.0,0.01066,33.99,2898.67,825 361 10,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM02481,EUR,20000.0,0.01066,33.99,7246.67,825 362 59,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM30501,EUR,200000.0,0.04167,33.99,283272.66,825 413 00,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS1206 AM成品,MLVS1206AM35201,EUR,16000.0,0.04377,33.99,23803.88,825 413 50,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM04501,EUR,36000.0,0.02637,33.99,32267.39,825 500 40,2019-10-24,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM25900,EUR,300000.0,0.00761,33.99,77599.17,825 562 50,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON1990715,9,2019-09-30,2019-11-28,2019,November,2019-11-29,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM30350,EUR,200000.0,0.00761,33.99,51732.78,825 563 00,2019-11-28,FCA
MCI1,EMC,,TELTONIKA,11已出,AON19A0034,10,2019-10-15,2019-11-28,2019,November,2019-11-13,TELTONIK,許凱智,DHL,MCI1005 series成品,MCI1005HQ1N8BHBP,USD,10000.0,0.0018,30.89,556.02,MCI1005HQ1N8BHBP,2019-11-28,EXW
MCI1,EMC,,TELTONIKA,11已出,AON19A0035,10,2019-10-15,2019-11-28,2019,November,2019-11-13,TELTONIK,許凱智,DHL,MCI1005 series成品,MCI1005HQ4N7BHBP,USD,20000.0,0.0018,30.89,1112.04,MCI1005HQ4N7BHBP,2019-11-28,EXW
EGA0,PC,,LF,11已出,SON19A0457,10,2019-10-23,2019-11-28,2019,November,,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0,USD,500000.0,0.01141,30.62,174687.1,RF1256-000,2019-12-24,FCA
MLVS,PC,,WE,11已出,SON19A0489,10,2019-10-24,2019-11-28,2019,November,2020-03-02,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM20221,EUR,20000.0,0.02637,33.6,17720.64,825 502 00,2019-11-28,FCA
EGA0,PC,,LF,11已出,SON19A0614,10,2019-10-29,2019-11-28,2019,November,2019-11-19,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0,USD,1200000.0,0.01141,30.62,419249.04,RF1256-000,2019-11-28,FCA
EGA0,PC,,LF,11已出,SON19A0614,10,2019-10-29,2019-11-28,2019,November,2019-11-19,LF(TE),沈思明,AIR-FWRD,EGA0402成品,EGA10402V05A0,USD,700000.0,0.01554,30.62,333084.36,RF1600-000,2019-11-28,FCA
EGA0,PC,,LF,11已出,SON19A0614,10,2019-10-29,2019-11-28,2019,November,2019-11-19,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0-T,USD,810000.0,0.01187,30.62,294402.11,RF4422-000,2019-11-28,FCA
EGA0,PC,,LF,11已出,SON19B0092,11,2019-11-05,2019-11-28,2019,November,2019-11-19,LF(TE),沈思明,AIR-FWRD,EGA0402AH成品,EGA10402V05A0-C3,USD,30000.0,0.01737,30.52,15903.97,RF1255-000,2019-11-28,FCA
EGA0,PC,,LF,11已出,SON19B0092,11,2019-11-05,2019-11-28,2019,November,2019-11-19,LF(TE),沈思明,AIR-FWRD,EGA0603成品,EGA10603V12A0,USD,2500000.0,0.01141,30.52,870583.0,RF1256-000,2019-11-28,FCA
EGA0,PC,,LF,11已出,SON19B0092,11,2019-11-05,2019-11-28,2019,November,2019-11-19,LF(TE),沈思明,AIR-FWRD,EGA0402成品,EGA10402V05A0,USD,750000.0,0.01554,30.52,355710.6,RF1600-000,2019-11-28,FCA
MLVS,PC,,WE,11已出,SON19B0354,11,2019-11-14,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM11401,EUR,20000.0,0.02637,33.6,17720.64,825 501 10,2019-11-21,FCA
