Category,BG,Subcategory,Group,狀態,銷售單號,月份,開單日期,預交日期,預交年份,預交月份,交期變更,客戶名稱,負責業務,交貨方式,產品分類,品名,幣別,數量,單價,匯率,本國幣別NTD,客戶料號,客戶希交日,Term
MLVS,PC,,WE,11已出,SON19B0354,11,2019-11-14,2019-11-28,2019,November,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0402 AM成品,MLVS0402AM04241,EUR,20000.0,0.00697,33.6,4683.84,825 370 40,2019-11-29,FCA
MLVS,PC,,華新科技,11已出,SON19B0480,11,2019-11-20,2019-11-28,2019,November,,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,USD,810000.0,0.00157,30.5,38786.85,VH0402M050CGT5R0,2020-01-14,LOC2
MLVS,PC,,華新科技,11已出,SON19B0480,11,2019-11-20,2019-11-28,2019,November,,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,USD,30000.0,0.00157,30.5,1436.55,VH0402M050CGT5R0,2020-01-14,LOC2
MCB1,EMC,,Laird,11已出,WON19B0035,11,2019-11-07,2019-11-28,2019,November,,STEWARD,沈思明,UPS,MCB1005-B series成,MCB1005B601EBP,USD,300000.0,0.00095,30.52,8698.2,HZ0402A601R-10,2019-12-10,FCA
MCB1,EMC,,Laird,11已出,WON19B0035,11,2019-11-07,2019-11-28,2019,November,,STEWARD,沈思明,UPS,MCB1005-B series成,MCB1005B601EBP,USD,600000.0,0.00095,30.52,17396.4,HZ0402A601R-10,2019-11-28,FCA
MHC1,EMC,,Laird,11已出,WON19B0049,11,2019-11-08,2019-11-28,2019,November,,STEWARD,沈思明,UPS,MHC1005-G series成,MHC1005G121MBP,USD,420000.0,0.00105,30.52,13459.32,MI0402K121R-10,2019-11-28,FCA
MHC1,EMC,,Laird,11已出,WON19B0093,11,2019-11-14,2019-11-28,2019,November,,STEWARD,沈思明,UPS,MHC1005-G series成,MHC1005G121MBP,USD,40000.0,0.00105,30.295,1272.39,MI0402K121R-10,2019-11-28,FCA
MCI1,EMC,,華新科技,11已出,ZON19B0210,11,2019-11-22,2019-11-28,2019,November,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ15NJHBP,USD,140000.0,0.00095,30.515,4058.5,WL100505G15NJGT03,2019-12-16,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0210,11,2019-11-22,2019-11-28,2019,November,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ2N7SHBP,USD,10000.0,0.00095,30.515,289.89,WL100505G2N7SGT03,2019-12-16,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0210,11,2019-11-22,2019-11-28,2019,November,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ47NJHBP,USD,10000.0,0.0016,30.515,488.24,WL100505G47NJGT02,2019-12-16,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0210,11,2019-11-22,2019-11-28,2019,November,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ6N8JHBP,USD,10000.0,0.00095,30.515,289.89,WL100505G6N8JGT03,2019-12-16,LOC2
MCI1,EMC,,華新科技,11已出,ZON19B0210,11,2019-11-22,2019-11-28,2019,November,2020-02-05,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQR10JHBP,USD,4000.0,0.0043,30.515,524.86,WLCM1608Z2JR10TB,2019-12-12,LOC2
MLVS,PC,,WE,11已出,SON1970245,7,2019-07-11,2019-11-28,2019,November,,WUR,沈思明,AIR-FWRD,MLVS0603 AM成品,MLVS0603AM14101,EUR,40000.0,0.01066,34.84,14855.78,825 561 40,2019-11-28,FCA
WIP2,WIP,,信昌,11已出,AON19A0009,10,2019-10-05,2019-11-29,2019,November,,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252010P-2R2ML,USD,6000.0,0.0115,30.955,2135.9,MCS25GC2R2MPMP,2019-11-29,LOC2
WIP2,WIP,,信昌,11已出,SON19A0036,10,2019-10-02,2019-11-29,2019,November,2020-09-30,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R47ML,USD,642000.0,0.0105,31.035,209206.94,MCS25GDR47MPMP,2019-11-29,LOC2
WIP2,WIP,,信昌,11已出,SON19A0036,10,2019-10-02,2019-11-29,2019,November,2020-09-30,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,USD,501000.0,0.011,31.035,171033.89,MCS25GDR68MPMP,2019-11-29,LOC2
WIP2,WIP,,信昌,11已出,AON19A0009,10,2019-10-05,2019-11-29,2019,November,,信昌,許凱智,EXPRESS,WIP2520 P-1 Series,WIP252012P-R68ML,USD,6000.0,0.0115,30.955,2135.9,MCS25GDR68MPMP,2019-11-29,LOC2
MLVG,PC,,LF,12已出,SON19A0613,10,2019-10-29,2019-12-02,2019,December,2019-12-17,LITTEL,沈思明,FEDEX-Eco,MLVG0603 series成品,MLVG06033R0LV42BP,USD,160000.0,0.0075,30.62,36744.0,V0603MHS03NR,2019-12-31,FCA
MLVG,PC,,LF,12已出,SON19A0378,10,2019-10-18,2019-12-02,2019,December,2019-11-25,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG04023R0LV42BP,USD,550000.0,0.0032,30.89,54366.4,V0402MHS03NR,2019-12-19,FCA
SGX0,PC,,Eaton,12已出,SON1980323,8,2019-08-12,2019-12-03,2019,December,2019-10-16,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,1500000.0,0.0141,31.565,667599.75,0603ESDA2-TR2,2019-12-03,FCA
MLVS,PC,,WE,12已出,SON19B0263,11,2019-11-11,2019-12-03,2019,December,2019-12-04,WUHK,沈思明,BEST飛斯特,MLVS0603 AM成品,MLVS0603AM04301,EUR,24000.0,0.01066,33.6,8596.22,825 360 40,2019-12-03,FCA
SGX0,PC,,Eaton,12已出,SON1980537,8,2019-08-21,2019-12-03,2019,December,2019-10-09,EATON,沈思明,AIR-FWRD,SGX0603成品,SurgX0603ESDA2,USD,500000.0,0.0141,31.315,220770.75,0603ESDA2-TR2,2019-12-03,FCA
WIP2,WIP,,Eaton,12已出,SON1980601,8,2019-08-23,2019-12-03,2019,December,2019-10-09,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,60000.0,0.03713,31.315,69763.56,28462846,2019-12-03,FCA
WIP2,WIP,,Eaton,12已出,SON1990095,9,2019-09-04,2019-12-03,2019,December,2019-11-21,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,90000.0,0.03713,31.325,104678.75,28462846,2019-12-04,FCA
WIP2,WIP,,Eaton,12已出,SON1990095,9,2019-09-04,2019-12-03,2019,December,2019-11-21,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,60000.0,0.03713,31.325,69785.84,28462846,2019-12-03,FCA
WIP2,WIP,,Eaton,12已出,SON1990275,9,2019-09-11,2019-12-03,2019,December,2019-11-21,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,180000.0,0.03713,31.22,208655.75,28571511,2019-12-03,FCA
WIP2,WIP,,Eaton,12已出,SON1990407,9,2019-09-18,2019-12-03,2019,December,2019-10-17,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,180000.0,0.03713,31.22,208655.75,28571511,2019-12-03,FCA
WIP2,WIP,,Eaton,12已出,SON1990558,9,2019-09-24,2019-12-03,2019,December,2019-10-17,EATON,沈思明,AIR-FWRD,WIP2520 S-1 Series,WIPEA252012S-1R0ML,USD,120000.0,0.03713,30.985,138056.77,28571511,2019-12-03,FCA
MLVG,PC,,Eaton,12已出,SON1990560,9,2019-09-24,2019-12-03,2019,December,2019-12-05,EATON,沈思明,AIR-FWRD,MLVG0402 series成品,MLVG04021R0UV18BP,USD,100000.0,0.01109,30.985,34362.37,MLVB04V18C001,2019-12-03,FCA
TVS ,PC,,Eaton,12已出,SON19A0103,10,2019-10-08,2019-12-03,2019,December,2019-11-21,EATON,沈思明,AIR-FWRD,TVS 0201,TVL 0201 01 AC1,USD,150000.0,0.0081,30.97,37628.55,TVSA02V05C004,2019-12-03,FCA
EGA0,PC,,WE,12已出,SON19A0104,10,2019-10-08,2019-12-03,2019,December,,WUHK,沈思明,BEST飛斯特,EGA0603成品,EGA10603V05B0,EUR,20000.0,0.02735,33.92,18554.24,823 060 500 29,2019-12-03,FCA
MLVS,PC,,Eaton,12已出,SON19A0264,10,2019-10-15,2019-12-03,2019,December,2019-10-24,EATON,沈思明,AIR-FWRD,MLVS0402 L Free Ser,MLVS0402L04,USD,30000.0,0.00922,30.89,8544.17,MLVA04V05C270-R,2019-12-11,FCA
MLVS,PC,,WE,12已出,SON19A0384,10,2019-10-18,2019-12-03,2019,December,,WUHK,沈思明,BEST飛斯特,MLVS0603 AM成品,MLVS0603AM11500,EUR,12000.0,0.01066,33.77,4319.86,825 361 10,2019-12-13,FCA
MLVS,PC,,WE,12已出,SON19A0384,10,2019-10-18,2019-12-03,2019,December,,WUHK,沈思明,BEST飛斯特,MLVS0805 AM成品,MLVS0805AM14351,EUR,40000.0,0.02637,33.77,35620.6,825 501 40,2019-12-13,FCA
SGX1,PC,,Eaton,12已出,SON1980537,8,2019-08-21,2019-12-03,2019,December,2019-10-09,EATON,沈思明,AIR-FWRD,SGX1206-4成品,SurgX Array (ESD41),USD,100000.0,0.0538,31.315,168474.7,41206ESDA-TR1,2019-12-03,FCA
ACA-,RF,Chip,Bourns,12已出,SON19A0353,10,2019-10-18,2019-12-04,2019,December,,Bourns,沈思明,EXPRESS,ACA-5036-A2-CC成品,ACA-5036-A7-CC-S,USD,40000.0,0.055,30.89,67958.0,CI99001,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19B0056,11,2019-11-25,2019-12-04,2019,December,2019-12-16,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252010P-R22ML,USD,3000.0,0.038,30.465,3473.01,SRP2510A-R22M,2019-12-04,FCA
ACA-,RF,Chip,Bourns,12已出,SON19A0485,10,2019-10-24,2019-12-04,2019,December,,Bourns,沈思明,EXPRESS,ACA-5036-A2-CC成品,ACA-5036-A7-CC-S,USD,178000.0,0.055,30.62,299769.8,CI99001,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19B0056,11,2019-11-25,2019-12-04,2019,December,2019-12-16,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-1R5ML,USD,3000.0,0.018,30.465,1645.11,SRP2512-1R5M,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19B0056,11,2019-11-25,2019-12-04,2019,December,2019-12-16,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-R47ML,USD,3000.0,0.018,30.465,1645.11,SRP2512-R47M,2019-12-04,FCA
WIP ,WIP,,Bourns,12已出,AON1990041,9,2019-09-16,2019-12-04,2019,December,2019-10-23,Bourns,沈思明,EXPRESS,WIP Series 成品,WFP201210Y-1R0ML,USD,363000.0,0.03,31.22,339985.8,SRP201210-1R0M,2019-09-23,FCA
WIP2,WIP,,Bourns,12已出,AON19A0015,10,2019-10-08,2019-12-04,2019,December,2019-11-06,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-R24ML,USD,3000.0,0.028,30.97,2601.48,SRP2010-R24M,2019-11-19,FCA
WIP2,WIP,,Bourns,12已出,AON19A0015,10,2019-10-08,2019-12-04,2019,December,2019-11-06,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252010P-2R2ML,USD,3000.0,0.038,30.97,3530.58,SRP2510A-2R2M,2019-10-16,FCA
WIP2,WIP,,Bourns,12已出,AON19A0015,10,2019-10-08,2019-12-04,2019,December,2019-11-06,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-1R0ML,USD,63000.0,0.018,30.97,35119.98,SRP2512-1R0M,2019-10-16,FCA
WIP2,WIP,,Bourns,12已出,AON19A0015,10,2019-10-08,2019-12-04,2019,December,2019-11-06,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIP252012P-2R2ML,USD,69000.0,0.018,30.97,38464.74,SRP2512-2R2M,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19A0015,10,2019-10-08,2019-12-04,2019,December,2019-11-06,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252012P-1R0ML,USD,3000.0,0.038,30.97,3530.58,SRP2512A-1R0M,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19A0015,10,2019-10-08,2019-12-04,2019,December,2019-11-06,Bourns,沈思明,EXPRESS,WIP2016 S-1 Series,WIP201612S-R47ML,USD,261000.0,0.02,30.97,161663.4,SRP2012H-R47M,2019-10-16,FCA
EGA0,PC,,Bourns,12已出,AON19A0070,10,2019-10-25,2019-12-04,2019,December,2019-11-19,Bourns,沈思明,EXPRESS,EGA0603成品,EGA10603V12B0,USD,20000.0,0.0138,30.62,8451.12,CGA0603MLC-12E,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19A0070,10,2019-10-25,2019-12-04,2019,December,2019-11-19,Bourns,沈思明,EXPRESS,WIP2016 P-1 Series,WIP201610P-1R0ML,USD,243000.0,0.028,30.62,208338.48,SRP2010-1R0M,2019-12-04,FCA
MLVS,PC,,Bourns,12已出,AON19B0034,11,2019-11-14,2019-12-04,2019,December,2019-12-02,Bourns,沈思明,EXPRESS,MLVS0201成品,MLVS0201V05330,USD,60000.0,0.0023,30.295,4180.71,CG0201MLA-5.5MH,2019-12-04,FCA
MIP2,EMC,,Bourns,12已出,AON19B0034,11,2019-11-14,2019-12-04,2019,December,2019-12-02,Bourns,沈思明,EXPRESS,MIP2520 series成品,MIP25204R7MBE,USD,9000.0,0.015,30.295,4089.83,CVH252009-4R7M,2019-12-04,FCA
WIP ,WIP,,Bourns,12已出,AON19B0034,11,2019-11-14,2019-12-04,2019,December,2019-12-02,Bourns,沈思明,EXPRESS,WIP Series 成品,WFP201210Y-1R0ML,USD,138000.0,0.03,30.295,125421.3,SRP201210-1R0M,2019-12-04,FCA
MLVS,PC,,Bourns,12已出,AON19B0034,11,2019-11-14,2019-12-04,2019,December,2019-12-02,Bourns,沈思明,EXPRESS,MLVS0201成品,MLVS0201V05330,USD,210000.0,0.0023,30.295,14632.49,CG0201MLA-5.5MH,2019-12-04,FCA
MLVS,PC,,Bourns,12已出,AON19B0034,11,2019-11-14,2019-12-04,2019,December,2019-12-02,Bourns,沈思明,EXPRESS,MLVS0402 L Free Ser,MLVS0402L04,USD,80000.0,0.0026,30.295,6301.36,CG0402MLA-5.5MG,2019-12-04,FCA
MLVS,PC,,Bourns,12已出,AON19B0056,11,2019-11-25,2019-12-04,2019,December,2019-12-16,Bourns,沈思明,EXPRESS,MLVS0603 L Free Ser,MLVS0603L14,USD,464000.0,0.0045,30.465,63610.92,CG0603MLA-18KE,2019-12-04,FCA
WIP2,WIP,,Bourns,12已出,AON19B0056,11,2019-11-25,2019-12-04,2019,December,2019-12-16,Bourns,沈思明,EXPRESS,WIP2520 P-1 Series,WIPC252010P-2R2ML,USD,3000.0,0.038,30.465,3473.01,SRP2510A-2R2M,2019-12-04,FCA
ACA-,RF,Chip,Bourns,12已出,SON19A0353,10,2019-10-18,2019-12-04,2019,December,,Bourns,沈思明,EXPRESS,ACA-5036-A2-CC成品,ACA-5036-A7-CC-S,USD,10000.0,0.055,30.89,16989.5,CI99001,2019-12-04,FCA
MLVS,PC,,WE,12已出,SON19A0262,10,2019-10-15,2019-12-05,2019,December,,WuUSA,沈思明,UPS,MLVS1206 AM成品,MLVS1206AM25551,EUR,100000.0,0.04167,33.77,140719.59,825 412 50,2019-12-05,FCA
MCI1,EMC,,華新科技,12已出,ZON19B0264,11,2019-11-28,2019-12-05,2019,December,2019-12-10,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ15NJHBP,USD,10000.0,0.00095,30.5,289.75,WLCM1005Z0J15NTB,2019-12-05,LOC2
MLVS,PC,,WE,12已出,SON19B0636,11,2019-11-27,2019-12-05,2019,December,,WUR,沈思明,AIR-FWRD,MLVS0805 AM W成品,MLVS0805AM11401W,EUR,15000.0,0.02806,33.42,14066.48,825 501 10R,2019-12-05,FCA
MLVS,PC,,華新科技,12已出,SON19C0028,12,2019-12-02,2019-12-05,2019,December,,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,USD,70000.0,0.00157,30.5,3351.95,VH0402M050CGT5R0,2020-01-22,LOC2
MLVS,PC,,華新科技,12已出,SON19C0028,12,2019-12-02,2019-12-05,2019,December,,華新科技,許凱智,EXPRESS,MLVS0402 L Free Ser,MLVS0402LE06,USD,130000.0,0.00157,30.5,6225.05,VH0402M050CGT5R0,2020-01-22,LOC2
MHC2,EMC,,華新科技,12已出,ZON19B0096,11,2019-11-11,2019-12-05,2019,December,2019-11-27,華新科技,許凱智,EXPRESS,MHC2012-S series成,MHC2012S221QBP,USD,4000.0,0.0026,30.395,316.11,WLBD2012HCU221TH,2019-11-14,LOC2
HCM1,EMC,,華新科技,12已出,ZON19B0177,11,2019-11-19,2019-12-05,2019,December,,華科高雄,許凱智,EXPRESS,HCM1012-G series成,HCM1012GS150A05P,USD,8000.0,0.0138,30.49,3366.1,RFHCM1012GS150A05T,2019-12-10,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0233,11,2019-11-26,2019-12-05,2019,December,2019-12-17,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQ82NJHBP,USD,4000.0,0.0043,30.5,524.6,WLCM1608Z2J82NTB,2019-12-17,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0233,11,2019-11-26,2019-12-05,2019,December,2019-12-17,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQR12JHBP,USD,4000.0,0.0043,30.5,524.6,WLCM1608Z2JR12TB,2019-12-17,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0233,11,2019-11-26,2019-12-05,2019,December,2019-12-17,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HW39NJHBP,USD,64000.0,0.007,30.5,13664.0,WQCM1608A0J39NTB,2019-12-17,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0233,11,2019-11-26,2019-12-05,2019,December,2019-12-17,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQR10JHBP,USD,4000.0,0.0043,30.5,524.6,WLCM1608Z2JR10TB,2019-12-17,LOC2
MHC1,EMC,,華新科技,12已出,ZON19B0233,11,2019-11-26,2019-12-05,2019,December,2019-12-17,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S601LBP,USD,52000.0,0.00145,30.5,2299.7,WLBD1608HCU601TB,2019-12-17,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0233,11,2019-11-26,2019-12-05,2019,December,2019-12-17,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N9SHBP,USD,10000.0,0.00095,30.5,289.75,WL100505G3N9SGT03,2019-12-17,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0264,11,2019-11-28,2019-12-05,2019,December,2019-12-10,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ2N0SHBP,USD,10000.0,0.00095,30.5,289.75,WLCM1005Z0S2N0TB,2019-12-05,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0264,11,2019-11-28,2019-12-05,2019,December,2019-12-10,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ10NJHBP,USD,10000.0,0.00095,30.5,289.75,WLCM1005Z0J10NTB,2019-12-05,LOC2
MCI1,EMC,,華新科技,12已出,ZON19B0264,11,2019-11-28,2019-12-05,2019,December,2019-12-10,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ12NJHBP,USD,10000.0,0.00095,30.5,289.75,WLCM1005Z0J12NTB,2019-12-05,LOC2
MLVS,PC,,WE,12已出,SON19A0262,10,2019-10-15,2019-12-05,2019,December,,WuUSA,沈思明,UPS,MLVS1206 AM成品,MLVS1206AM25551,EUR,40000.0,0.04167,33.77,56287.84,825 412 50,2019-12-05,FCA
MCI1,EMC,,信昌,12已出,AON19C0002,12,2019-12-01,2019-12-06,2019,December,2020-09-30,信昌,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ3N6SHBP,NTD,10000.0,0.029,1.0,290.0,WL100505Q3N6SHT07,2019-12-06,LOC2
WIP2,WIP,,Laird,12已出,SON19A0268,10,2019-10-15,2019-12-10,2019,December,2019-11-13,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-R47ML,USD,150000.0,0.038,30.89,176073.0,MGV252012SR47M-16,2019-10-27,FCA
WIP2,WIP,,Laird,12已出,SON19A0268,10,2019-10-15,2019-12-10,2019,December,2019-11-13,STEWARD,沈思明,UPS,WIP2520 S-1 Series,WIPC252012S-R47ML,USD,27000.0,0.038,30.89,31693.14,MGV252012SR47M-16,2019-10-27,FCA
MLVS,PC,,LF,12已出,SON19B0091,11,2019-11-05,2019-12-10,2019,December,2019-11-20,LITTEL,沈思明,FEDEX-Eco,MLVS0402 L Free Ser,MLVS0402L14F,USD,300000.0,0.0021,30.52,19227.6,V18MLA0402NRX1,2019-12-10,FCA
MLVS,PC,,LF,12已出,SON19A0613,10,2019-10-29,2019-12-10,2019,December,2019-12-17,LITTEL,沈思明,FEDEX-Eco,MLVS0402 L Free Ser,MLVS0402L14F,USD,300000.0,0.0021,30.62,19290.6,V18MLA0402NRX1,2019-12-10,FCA
MLVG,PC,,LF,12已出,SON19A0456,10,2019-10-23,2019-12-10,2019,December,2019-11-19,LITTEL,沈思明,FEDEX-Eco,MLVG0402 series成品,MLVG04023R0LV42BP,USD,1300000.0,0.003,30.62,119418.0,V0402MHS03NR,2019-12-24,FCA
WIP2,WIP,,信昌,12已出,SON19A0302,10,2019-10-16,2019-12-11,2019,December,2019-12-16,信昌,許凱智,EXPRESS,WIP2016 S-1 Series,WIP201610S-R47ML,NTD,9000.0,0.488,1.0,4392.0,MCS20FCR47MPHC,2019-12-11,LOC2
MHC3,EMC,,華新科技,12已出,ZON19B0264,11,2019-11-28,2019-12-12,2019,December,2019-12-10,華新科技,許凱智,EXPRESS,MHC3216-S series成,MHC3216S121WBE,USD,3000.0,0.0053,30.5,484.95,WLBD3216HCU121PH,2019-12-05,LOC2
Litt,PC,,LF,12已出,SON19C0194,12,2019-12-10,2019-12-12,2019,December,2020-01-10,LF(TE),沈思明,FEDEX,Littelfuse代工成品,zepto0201-PSR-29340,USD,60000.0,0.01251,30.45,22855.77,RF4875-000,2019-12-12,DAP
MCI1,EMC,,華新科技,12已出,ZON19C0033,12,2019-12-04,2019-12-12,2019,December,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ2N0CHBP,USD,10000.0,0.0011,30.495,335.45,WLCM1005Z0C2N0TB,2019-12-12,LOC2
MCI1,EMC,,華新科技,12已出,ZON19C0033,12,2019-12-04,2019-12-12,2019,December,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ47NJHBP,USD,10000.0,0.0016,30.495,487.92,WL100505G47NJGT02,2019-12-12,LOC2
MHC1,EMC,,華新科技,12已出,ZON19C0033,12,2019-12-04,2019-12-12,2019,December,2020-02-05,華新科技,許凱智,EXPRESS,MHC1608-S series成,MHC1608S121PBP,USD,40000.0,0.0013,30.495,1585.74,WLBD1608HCU121TB,2019-12-12,LOC2
MCI1,EMC,,華新科技,12已出,ZON19C0033,12,2019-12-04,2019-12-12,2019,December,2020-02-05,華新科技,許凱智,EXPRESS,MCI1005 series成品,MCI1005HQ1N5BHBP,USD,20000.0,0.0011,30.495,670.89,WLCM1005Z0B1N5TB,2019-12-12,LOC2
MCI1,EMC,,華新科技,12已出,ZON19C0033,12,2019-12-04,2019-12-12,2019,December,2020-02-05,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQR10JHBP,USD,16000.0,0.0043,30.495,2098.06,WLCM1608Z2JR10TB,2019-12-12,LOC2
MCI1,EMC,,華新科技,12已出,ZON19C0033,12,2019-12-04,2019-12-12,2019,December,2020-02-05,華新科技,許凱智,EXPRESS,MCI1608 series成品,MCI1608HQR15JHBP,USD,12000.0,0.0047,30.495,1719.92,WLCM1608Z2JR15TB,2019-12-12,LOC2
MLVS,PC,,WE,12已出,SON1970435,7,2019-07-22,2019-12-12,2019,December,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM35171,EUR,200000.0,0.01819,34.82,126675.16,825 503 50,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON1990335,9,2019-09-16,2019-12-12,2019,December,2019-12-10,WUR,沈思明,AIR-FWRD,MLVS0805 AM成品,MLVS0805AM08361,EUR,16000.0,0.02637,34.33,14484.51,825 500 80,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON1990586,9,2019-09-25,2019-12-12,2019,December,2019-11-29,WUTJ,沈思明,FEDEX-Eco,MLVS1206 AM成品,MLVS1206AM40181,EUR,4000.0,0.04377,33.99,5950.97,825 314 00,2019-12-12,FCA
EGA0,PC,,WE,12已出,SON1990586,9,2019-09-25,2019-12-12,2019,December,2019-11-29,WUTJ,沈思明,FEDEX-Eco,EGA0603成品,EGA10603V05B0,EUR,40000.0,0.02735,33.99,37185.06,823 060 500 29,2019-12-12,FCA
EGA0,PC,,WE,12已出,SON1990586,9,2019-09-25,2019-12-12,2019,December,2019-11-29,WUTJ,沈思明,FEDEX-Eco,EGA0603成品,EGA10603V12B0,EUR,25000.0,0.02735,33.99,23240.66,823 061 200 29,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON1990586,9,2019-09-25,2019-12-12,2019,December,2019-11-29,WUTJ,沈思明,FEDEX-Eco,MLVS0603 AM成品,MLVS0603AM04301,EUR,32000.0,0.01066,33.99,11594.67,825 360 40,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON1990586,9,2019-09-25,2019-12-12,2019,December,2019-11-29,WUTJ,沈思明,FEDEX-Eco,MLVS1206 AM成品,MLVS1206AM30501,EUR,8000.0,0.04377,33.99,11901.94,825 413 00,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON1990586,9,2019-09-25,2019-12-12,2019,December,2019-11-29,WUTJ,沈思明,FEDEX-Eco,MLVS0805 AM成品,MLVS0805AM25251,EUR,24000.0,0.02637,33.99,21511.59,825 502 50,2019-12-12,FCA
EGA0,PC,,WE,12已出,SON19A0419,10,2019-10-21,2019-12-12,2019,December,2020-01-09,WUTJ,沈思明,FEDEX-Eco,EGA0402AH成品,EGA10402V05AH,EUR,10000.0,0.02553,33.6,8578.08,823 070 500 29,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON19A0419,10,2019-10-21,2019-12-12,2019,December,2020-01-09,WUTJ,沈思明,FEDEX-Eco,MLVS1206 AM成品,MLVS1206AM50251,EUR,4000.0,0.04377,33.6,5882.69,825 515 00,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON19A0419,10,2019-10-21,2019-12-12,2019,December,2020-01-09,WUTJ,沈思明,FEDEX-Eco,MLVS0402 AM成品,MLVS0402AM04241,EUR,10000.0,0.00697,33.6,2341.92,825 370 40,2019-12-12,FCA
MLVS,PC,,WE,12已出,SON19A0419,10,2019-10-21,2019-12-12,2019,December,2020-01-09,WUTJ,沈思明,FEDEX-Eco,MLVS0805 AM成品,MLVS0805AM30201,EUR,4000.0,0.02637,33.6,3544.13,825 503 00,2019-12-12,FCA
